
. Module name, SLE, CFG, ARI1, BUFFER, MACC, RAM1K18, RAM64X18, GLOBAL, IO
. m2s010_som, 3145, 2406, 736, 0, 0, 43, 0, 22, 122
.	. CommsFPGA_top, 1615, 1171, 684, 0, 0, 5, 0, 6, 0
.	.	. FIFOs, 798, 378, 378, 0, 0, 5, 0, 1, 0
.	.	.	. FIFO_2Kx8, 158, 72, 70, 0, 0, 1, 0, 0, 0
.	.	.	.	. FIFO_2Kx8_FIFO_2Kx8_0_COREFIFO, 158, 72, 70, 0, 0, 1, 0, 0, 0
.	.	.	.	.	. FIFO_2Kx8_FIFO_2Kx8_0_corefifo_async, 146, 61, 70, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_2Kx8_FIFO_2Kx8_0_corefifo_doubleSync_0, 24, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_2Kx8_FIFO_2Kx8_0_corefifo_doubleSync_1, 24, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_2Kx8_FIFO_2Kx8_0_corefifo_grayToBinConv, 0, 11, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_2Kx8_FIFO_2Kx8_0_corefifo_grayToBinConv_0, 0, 11, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. FIFO_2Kx8_FIFO_2Kx8_0_ram_wrapper, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	. FIFO_2Kx8_FIFO_2Kx8_0_LSRAM_top, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	. FIFO_8Kx9, 159, 74, 71, 0, 0, 1, 0, 0, 0
.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_COREFIFO, 159, 74, 71, 0, 0, 1, 0, 0, 0
.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_async_3, 146, 64, 71, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_doubleSync, 24, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_doubleSync_0, 24, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_grayToBinConv_1_3, 0, 14, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_grayToBinConv_1_3_0, 0, 11, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_ram_wrapper, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	. FIFO_8Kx9_0, 159, 73, 71, 0, 0, 1, 0, 0, 0
.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_COREFIFO_0, 159, 73, 71, 0, 0, 1, 0, 0, 0
.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_async_3_0, 146, 63, 71, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_doubleSync_0_0, 24, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_doubleSync_1, 24, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_grayToBinConv_1_3_1, 0, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_grayToBinConv_1_3_2, 0, 11, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_ram_wrapper_0, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_0, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	. FIFO_8Kx9_1, 159, 72, 71, 0, 0, 1, 0, 0, 0
.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_COREFIFO_1, 159, 72, 71, 0, 0, 1, 0, 0, 0
.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_async_3_1, 146, 62, 71, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_doubleSync_0_1, 24, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_doubleSync_2, 24, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_grayToBinConv_1_3_3, 0, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_grayToBinConv_1_3_4, 0, 11, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_ram_wrapper_1, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_1, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	. FIFO_8Kx9_2, 159, 73, 71, 0, 0, 1, 0, 0, 0
.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_COREFIFO_2, 159, 73, 71, 0, 0, 1, 0, 0, 0
.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_async_3_2, 146, 63, 71, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_doubleSync_0_2, 24, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_doubleSync_3, 24, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_grayToBinConv_1_3_5, 0, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_grayToBinConv_1_3_6, 0, 11, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_ram_wrapper_2, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_2, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	. ManchesDecoder, 199, 198, 86, 0, 0, 0, 0, 1, 0
.	.	.	. AFE_RX_SM, 18, 19, 9, 0, 0, 0, 0, 0, 0
.	.	.	. ManchesDecoder_Adapter, 42, 22, 17, 0, 0, 0, 0, 0, 0
.	.	.	.	. IdleLineDetector_1, 17, 6, 17, 0, 0, 0, 0, 0, 0
.	.	.	. ReadFIFO_Write_SM, 139, 157, 60, 0, 0, 0, 0, 1, 0
.	.	.	.	. CRC16_Generator_1, 16, 13, 0, 0, 0, 0, 0, 0, 0
.	.	. ManchesEncoder, 212, 198, 81, 0, 0, 0, 0, 1, 0
.	.	.	. CRC16_Generator_0, 16, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	. TX_Collision_Detector, 79, 88, 0, 0, 0, 0, 0, 0, 0
.	.	.	. TX_SM, 103, 62, 81, 0, 0, 0, 0, 0, 0
.	.	.	.	. IdleLineDetector_0, 17, 6, 17, 0, 0, 0, 0, 0, 0
.	.	. TriDebounce, 54, 45, 48, 0, 0, 0, 0, 0, 0
.	.	.	. Debounce, 18, 15, 16, 0, 0, 0, 0, 0, 0
.	.	.	. Debounce_0, 18, 15, 16, 0, 0, 0, 0, 0, 0
.	.	.	. Debounce_1, 18, 15, 16, 0, 0, 0, 0, 0, 0
.	.	. uP_if, 336, 335, 83, 0, 0, 0, 0, 0, 0
.	.	.	. Interrupts, 45, 21, 0, 0, 0, 0, 0, 0, 0
.	. CoreAPB3, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	. m2s010_som_CommsFPGA_CCC_0_FCCC, 0, 0, 0, 0, 0, 0, 0, 2, 0
.	. m2s010_som_ID_RES_0_IO, 0, 0, 0, 0, 0, 0, 0, 0, 4
