
. Module name, SLE, CFG, ARI1, BUFFER, MACC, RAM1K18, RAM64X18, GLOBAL, IO
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_doubleSync_0, 28, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_doubleSync_1, 28, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_grayToBinConv, 0, 17, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_corefifo_grayToBinConv_0, 0, 15, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_ram_wrapper, 0, 0, 0, 0, 0, 5, 0, 0, 0
.	.	.	.	.	.	. FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top, 0, 0, 0, 0, 0, 5, 0, 0, 0
.	.	. ManchesDecoder, 164, 176, 63, 0, 0, 0, 0, 2, 0
.	.	.	. AFE_RX_SM, 14, 31, 0, 0, 0, 0, 0, 1, 0
.	.	.	. ManchesDecoder_Adapter, 32, 22, 6, 0, 0, 0, 0, 0, 0
.	.	.	.	. IdleLineDetectorZ1, 7, 9, 6, 0, 0, 0, 0, 0, 0
.	.	.	. ReadFIFO_Write_SM, 118, 123, 57, 0, 0, 0, 0, 1, 0
.	.	.	.	. CRC16_Generator_1, 16, 10, 0, 0, 0, 0, 0, 0, 0
.	.	. ManchesEncoder, 148, 132, 46, 0, 0, 0, 0, 0, 0
.	.	.	. CRC16_Generator_0, 16, 21, 0, 0, 0, 0, 0, 0, 0
.	.	.	. TX_Collision_Detector, 50, 8, 0, 0, 0, 0, 0, 0, 0
.	.	.	. TX_SM, 69, 79, 46, 0, 0, 0, 0, 0, 0
.	.	.	.	. IdleLineDetectorZ0, 8, 10, 7, 0, 0, 0, 0, 0, 0
.	.	. TriDebounce, 54, 45, 48, 0, 0, 0, 0, 0, 0
.	.	.	. Debounce, 18, 15, 16, 0, 0, 0, 0, 0, 0
.	.	.	. Debounce_0, 18, 15, 16, 0, 0, 0, 0, 0, 0
.	.	.	. Debounce_1, 18, 15, 16, 0, 0, 0, 0, 0, 0
.	.	. uP_if, 147, 183, 9, 0, 0, 0, 0, 2, 0
.	.	.	. Interrupts, 17, 20, 0, 0, 0, 0, 0, 0, 0
.	. CoreAPB3, 0, 10, 0, 0, 0, 0, 0, 0, 0
.	.	. COREAPB3_MUXPTOB3, 0, 8, 0, 0, 0, 0, 0, 0, 0
.	. m2s010_som_CommsFPGA_CCC_0_FCCC, 0, 0, 0, 0, 0, 0, 0, 2, 0
.	. m2s010_som_ID_RES_0_IO, 0, 0, 0, 0, 0, 0, 0, 0, 4
.	. m2s010_som_sb, 124, 61, 14, 0, 0, 0, 0, 6, 78
.	.	. CoreConfigP, 74, 42, 0, 0, 0, 0, 0, 0, 0
.	.	. CoreResetP, 50, 17, 14, 0, 0, 0, 0, 2, 0
.	.	. m2s010_som_sb_CAM_SPI_1_CLK_IO, 0, 0, 0, 0, 0, 0, 0, 0, 1
.	.	. m2s010_som_sb_CAM_SPI_1_SS0_IO, 0, 0, 0, 0, 0, 0, 0, 0, 1
.	.	. m2s010_som_sb_CCC_0_FCCC, 0, 0, 0, 0, 0, 0, 0, 1, 0
.	.	. m2s010_som_sb_FABOSC_0_OSC, 0, 0, 0, 0, 0, 0, 0, 1, 0
.	.	. m2s010_som_sb_GPIO_1_IO, 0, 0, 0, 0, 0, 0, 0, 0, 1
.	.	. m2s010_som_sb_GPIO_6_IO, 0, 0, 0, 0, 0, 0, 0, 0, 1
.	.	. m2s010_som_sb_MSS, 0, 2, 0, 0, 0, 0, 0, 2, 71
.	.	. m2s010_som_sb_OTH_SPI_1_SS0_IO, 0, 0, 0, 0, 0, 0, 0, 0, 1
.	. syn_identify_core0_0, 1102, 811, 64, 0, 0, 6, 0, 1, 0
.	.	. IICE_0_x, 523, 379, 32, 0, 0, 3, 0, 0, 0
.	.	.	. b11_OFWNT9s_8tZ_Z19_x_0, 192, 135, 22, 0, 0, 3, 0, 0, 0
.	.	.	.	. b11_SoWyP0zEFKY_49s_0s_6s_0s_2s_2s_0s_0s_2s_0s_x_0, 44, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. b13_vFW_xNywD_EdR_49s_10s_1024s_0s_x_0, 0, 0, 0, 0, 0, 3, 0, 0, 0
.	.	.	.	. b19_nczQ_DYg_YFaRM_oUoP_24s_1s_x_1_0, 24, 24, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. b19_nczQ_DYg_YFaRM_oUoP_32s_1s_x_1_0, 32, 31, 0, 0, 0, 0, 0, 0, 0
.	.	.	. b3_12m_0_x_0, 288, 220, 10, 0, 0, 0, 0, 0, 0
.	.	.	.	. b7_OCByLXC_0_Z18_x_0, 155, 81, 10, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_nR_ymqrG_10s_5s_0_0s_0s_1_510_x_1_0, 32, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. clock2_en_reg_en_5s_x_1_0, 13, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. b7_PfFzrNY_0_x_0, 133, 139, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b11_PSyil9s1fkT_0_x_0, 3, 138, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b15_CRGcTCua_eH4_s0_x_0, 3, 25, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. b9_O2yyf_fG2_0_x_0_0, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. b9_O2yyf_fG2_0_x_1_0, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. b9_O2yyf_fG2_0_x_2_0, 0, 9, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. b9_O2yyf_fG2_0_x_3_0, 0, 9, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_0_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_10_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_11_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_12_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_13_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_14_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_15_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_16_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_17_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_18_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_19_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_1_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_20_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_21_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_22_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_23_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_24_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_25_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_26_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_27_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_28_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_29_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_2_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_30_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_31_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_32_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_33_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_34_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_35_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_36_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_37_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_38_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_39_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_3_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_40_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_41_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_42_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_4_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_5_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_6_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_7_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_8_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_0_x_9_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b5_nvmFL_0_129s_x_0, 129, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	. b3_uKr_0_x, 0, 24, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. b12_nvmFL_la1xyH_0_x_0, 0, 14, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. b7_PLF_6lN_0_x_0, 0, 10, 0, 0, 0, 0, 0, 0, 0
.	.	. IICE_x, 529, 384, 32, 0, 0, 3, 0, 0, 0
.	.	.	. b11_OFWNT9s_8tZ_Z2_x_0, 194, 136, 22, 0, 0, 3, 0, 0, 0
.	.	.	.	. b11_SoWyP0zEFKY_50s_0s_6s_0s_2s_2s_0s_0s_2s_0s_x_0, 45, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. b13_vFW_xNywD_EdR_50s_10s_1024s_0s_x_0, 0, 0, 0, 0, 0, 3, 0, 0, 0
.	.	.	.	. b19_nczQ_DYg_YFaRM_oUoP_24s_1s_x_0_0, 24, 26, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. b19_nczQ_DYg_YFaRM_oUoP_32s_1s_x_0_0, 32, 34, 0, 0, 0, 0, 0, 0, 0
.	.	.	. b3_12m_x_0, 291, 224, 10, 0, 0, 0, 0, 0, 0
.	.	.	.	. b7_OCByLXC_Z1_x_0, 155, 82, 10, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_nR_ymqrG_10s_5s_0_0s_0s_1_510_x_0_0, 32, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. clock2_en_reg_en_5s_x_0_0, 13, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. b7_PfFzrNY_x_0, 136, 142, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b11_PSyil9s1fkT_x_0, 3, 141, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b15_CRGcTCua_eH4_sq_x_0, 3, 26, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. b9_O2yyf_fG2_x_0_0, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. b9_O2yyf_fG2_x_1_0, 0, 7, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. b9_O2yyf_fG2_x_2_0, 0, 9, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. b9_O2yyf_fG2_x_3_0, 0, 9, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_0_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_10_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_11_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_12_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_13_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_14_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_15_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_16_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_17_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_18_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_19_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_1_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_20_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_21_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_22_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_23_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_24_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_25_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_26_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_27_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_28_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_29_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_2_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_30_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_31_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_32_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_33_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_34_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_35_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_36_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_37_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_38_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_39_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_3_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_40_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_41_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_42_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_43_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_4_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_5_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_6_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_7_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_8_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b8_1LbcQDr1_x_9_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b5_nvmFL_132s_x_0, 132, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	. b3_uKr_x, 0, 24, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. b12_nvmFL_la1xyH_x_0, 0, 14, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. b7_PLF_6lN_x_0, 0, 10, 0, 0, 0, 0, 0, 0, 0
.	.	. comm_block_x, 50, 48, 0, 0, 0, 0, 0, 1, 0
.	.	.	. b16_Rcmi_qlx9_yHpm7y_6s_2s_0s_0s_9s_0s_1s_2s_7s_8s_x_0, 18, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	. b9_ORbIwXaEF_32s_2488790887_0s_x_0, 32, 33, 0, 0, 0, 0, 0, 0, 0
.	.	.	. jtag_interface_x_0, 0, 14, 0, 0, 0, 0, 0, 1, 0
